"","EmployeeID","Age","Attrition","BusinessTravel","Department","DistanceFromHome","Education","EducationField","Gender","JobLevel","JobRole","MaritalStatus","MonthlyIncome","NumCompaniesWorked","PercentSalaryHike","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","YearsAtCompany","YearsSinceLastPromotion","YearsWithCurrManager","vacations","work_regularity","workLoad","mean_attendance","JobInvolvement","PerformanceRating","EnvironmentSatisfaction","JobSatisfaction","WorkLifeBalance"
"3070",3070,40,"No","Travel_Rarely","Research & Development",6,2,"Medical","Male",3,"Research Scientist","Divorced",43320,7,14,2,8,3,5,1,3,26,"chronic_irregular","normal",6.71268085106383,2,3,4,2,3
"3071",3071,42,"No","Travel_Rarely","Research & Development",2,3,"Medical","Female",4,"Manager","Divorced",110310,3,12,1,8,2,5,1,2,15,"regular","normal",7.53386178861789,2,3,2,1,3
"3072",3072,37,"No","Travel_Rarely","Sales",9,1,"Marketing","Male",3,"Sales Executive","Single",44400,2,11,1,18,3,1,0,1,18,"regular","severe_workload",9.86539094650206,2,3,3,2,2
"3073",3073,43,"No","Travel_Rarely","Sales",10,2,"Life Sciences","Female",1,"Sales Executive","Divorced",46170,1,11,0,25,2,25,3,9,26,"regular","normal",7.42863829787234,3,3,1,2,3
"3074",3074,40,"No","Travel_Rarely","Sales",6,2,"Life Sciences","Female",1,"Laboratory Technician","Married",26470,6,13,0,20,2,1,0,0,27,"regular","normal",7.49666666666667,2,3,2,3,3
"3075",3075,54,"No","Travel_Rarely","Human Resources",9,3,"Life Sciences","Female",2,"Manufacturing Director","Married",63230,4,23,1,24,2,4,1,2,32,"chronic_irregular","normal",5.9910480349345,2,4,1,1,2
"3076",3076,34,"No","Non-Travel","Research & Development",28,3,"Medical","Male",1,"Laboratory Technician","Married",56770,9,20,1,6,3,3,1,2,26,"chronic_irregular","normal",6.85221276595745,3,4,3,3,3
"3077",3077,31,"No","Travel_Rarely","Research & Development",10,4,"Life Sciences","Male",3,"Sales Executive","Married",21870,1,15,1,13,2,13,3,12,35,"chronic_irregular","normal",6.10358407079646,2,3,2,1,1
"3078",3078,43,"No","Travel_Frequently","Sales",14,3,"Life Sciences","Female",1,"Manufacturing Director","Married",37480,7,14,2,8,3,3,1,2,17,"regular","normal",7.70311475409836,2,3,4,4,3
"3079",3079,43,"No","Travel_Rarely","Sales",27,4,"Life Sciences","Male",2,"Sales Representative","Divorced",39770,4,18,1,8,3,5,0,2,28,"regular","heavily_worked",8.90381974248927,3,3,3,3,3
"3080",3080,25,"No","Travel_Rarely","Human Resources",7,2,"Human Resources","Male",1,"Manufacturing Director","Single",86330,1,19,1,5,2,5,1,3,31,"regular","severe_workload",10.9066956521739,4,3,2,4,3
"3081",3081,37,"No","Non-Travel","Research & Development",1,3,"Medical","Male",3,"Laboratory Technician","Married",20080,3,22,0,15,5,13,10,7,19,"regular","severe_workload",10.6853719008264,2,4,2,3,3
"3082",3082,31,"No","Travel_Rarely","Research & Development",24,1,"Medical","Male",3,"Laboratory Technician","Married",44400,1,13,1,4,2,4,3,2,21,"irregular","normal",7.13866666666667,3,3,4,1,3
"3083",3083,39,"No","Travel_Frequently","Research & Development",26,4,"Technical Degree","Female",1,"Sales Executive","Divorced",30670,1,20,1,21,5,21,1,6,16,"regular","heavily_worked",8.98583673469388,1,4,2,3,3
"3084",3084,56,"No","Travel_Frequently","Research & Development",20,4,"Life Sciences","Female",3,"Sales Executive","Married",53210,9,14,0,36,1,7,7,7,34,"regular","normal",7.44066079295154,3,3,3,1,2
"3085",3085,30,"No","Travel_Rarely","Sales",5,4,"Medical","Female",2,"Manufacturing Director","Single",54100,0,17,1,6,2,5,4,4,24,"regular","normal",7.58143459915612,3,3,2,3,3
"3086",3086,41,"No","Travel_Rarely","Research & Development",7,3,"Technical Degree","Female",3,"Research Scientist","Married",27820,1,14,0,10,2,10,0,7,25,"chronic_irregular","normal",6.60385593220339,2,3,2,NA,3
"3087",3087,28,"No","Travel_Rarely","Research & Development",7,3,"Medical","Male",3,"Healthcare Representative","Divorced",119570,1,13,0,10,2,10,1,8,26,"chronic_irregular","normal",6.20327659574468,2,3,3,1,3
"3088",3088,25,"Yes","Travel_Rarely","Research & Development",5,2,"Life Sciences","Female",3,"Laboratory Technician","Married",26600,5,13,0,6,3,2,0,2,24,"chronic_irregular","normal",6.49172995780591,3,3,1,1,3
"3089",3089,52,"No","Travel_Rarely","Research & Development",26,2,"Life Sciences","Female",2,"Sales Representative","Married",33750,2,21,0,28,2,5,0,4,28,"regular","normal",8.20660944206009,2,4,4,3,3
"3090",3090,45,"No","Travel_Rarely","Research & Development",2,3,"Medical","Female",1,"Sales Executive","Married",50980,3,14,1,8,4,2,0,2,19,"chronic_irregular","normal",6.79247933884298,3,3,1,4,2
"3091",3091,52,"No","Travel_Rarely","Research & Development",12,3,"Medical","Male",2,"Research Scientist","Married",48780,2,11,1,31,3,5,1,4,21,"regular","normal",7.30079166666667,3,3,4,4,1
"3092",3092,42,"No","Travel_Frequently","Sales",10,3,"Marketing","Female",2,"Healthcare Representative","Divorced",28370,2,13,1,19,0,5,0,2,19,"chronic_irregular","normal",6.79904958677686,2,3,1,3,3
"3093",3093,30,"No","Travel_Rarely","Sales",25,3,"Marketing","Male",1,"Sales Executive","Single",24060,2,20,1,11,5,5,0,2,17,"regular","normal",7.3155737704918,3,4,3,4,3
"3094",3094,60,"No","Travel_Rarely","Research & Development",10,3,"Life Sciences","Female",1,"Manufacturing Director","Married",22690,5,18,1,33,4,29,11,10,25,"chronic_irregular","normal",6.20525423728814,3,3,1,1,1
"3095",3095,46,"No","Travel_Rarely","Sales",19,4,"Marketing","Female",1,"Sales Executive","Divorced",41080,2,14,0,19,5,10,0,8,25,"regular","normal",7.58093220338983,2,3,3,3,2
"3096",3096,42,"No","Travel_Frequently","Research & Development",18,4,"Technical Degree","Male",4,"Sales Executive","Married",132060,0,13,2,7,2,6,0,4,28,"chronic_irregular","normal",6.61579399141631,3,3,4,4,4
"3097",3097,24,"Yes","Travel_Rarely","Research & Development",27,2,"Medical","Male",1,"Research Scientist","Single",104220,1,17,1,6,0,5,1,4,20,"regular","severe_workload",10.635601659751,2,3,1,2,3
"3098",3098,34,"Yes","Travel_Frequently","Research & Development",5,3,"Medical","Male",2,"Research Scientist","Divorced",137440,0,20,1,3,3,2,1,0,29,"chronic_irregular","normal",6.20077586206897,3,4,4,3,2
"3099",3099,38,"No","Travel_Frequently","Sales",3,3,"Marketing","Female",2,"Sales Executive","Married",49070,1,11,1,1,3,1,0,0,27,"regular","normal",8.59264957264957,3,3,4,4,3
"3100",3100,40,"No","Travel_Rarely","Sales",26,4,"Marketing","Female",1,"Sales Executive","Married",34820,0,18,1,21,2,20,1,12,29,"chronic_irregular","normal",6.00603448275862,2,3,3,3,3
"3101",3101,26,"No","Travel_Rarely","Research & Development",3,2,"Medical","Female",4,"Healthcare Representative","Divorced",24360,1,24,0,3,2,3,0,2,32,"chronic_irregular","normal",6.30318777292576,4,4,1,4,1
"3102",3102,30,"No","Non-Travel","Research & Development",15,3,"Medical","Female",2,"Sales Executive","Married",23800,4,18,3,9,2,5,1,4,19,"regular","normal",7.90657024793388,2,3,3,4,1
"3103",3103,29,"No","Travel_Rarely","Research & Development",8,3,"Medical","Female",3,"Manufacturing Director","Married",194310,1,11,0,10,3,10,0,7,28,"irregular","normal",7.18115879828326,3,3,2,3,3
"3104",3104,29,"Yes","Travel_Rarely","Research & Development",19,4,"Life Sciences","Male",3,"Research Scientist","Married",17900,5,16,1,6,4,2,1,1,33,"chronic_irregular","normal",6.59991228070175,2,3,3,2,4
"3105",3105,19,"Yes","Travel_Rarely","Research & Development",4,3,"Medical","Male",1,"Sales Executive","Single",76440,1,15,2,1,2,1,0,0,25,"regular","normal",7.92555084745763,3,3,1,4,4
"3106",3106,30,"No","Non-Travel","Research & Development",2,4,"Life Sciences","Female",3,"Research Scientist","Married",51310,0,15,1,10,2,9,7,8,21,"chronic_irregular","normal",6.71079166666667,3,3,3,1,3
"3107",3107,57,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences","Male",4,"Research Scientist","Divorced",63060,3,12,1,32,3,1,0,0,33,"chronic_irregular","normal",6.31951754385965,3,3,1,4,2
"3108",3108,50,"No","Travel_Rarely","Sales",10,4,"Life Sciences","Female",3,"Manager","Married",47870,0,12,0,28,3,27,15,7,31,"regular","normal",7.21913043478261,3,3,2,3,3
"3109",3109,30,"No","Non-Travel","Sales",10,2,"Life Sciences","Male",3,"Laboratory Technician","Single",188800,0,22,1,12,3,11,6,7,32,"chronic_irregular","normal",6.28807860262009,3,4,3,4,2
"3110",3110,60,"No","Travel_Frequently","Research & Development",16,3,"Life Sciences","Female",4,"Laboratory Technician","Married",23390,4,20,0,22,4,18,13,11,21,"irregular","normal",7.19879166666667,3,4,3,1,4
"3111",3111,47,"No","Travel_Rarely","Research & Development",1,3,"Technical Degree","Male",5,"Manufacturing Director","Divorced",135700,5,16,2,20,2,5,0,4,21,"regular","normal",7.78458333333333,2,3,1,4,3
"3112",3112,46,"No","Travel_Rarely","Sales",4,1,"Technical Degree","Male",1,"Laboratory Technician","Married",67120,6,21,1,26,3,3,0,1,30,"chronic_irregular","normal",6.78034632034632,2,4,1,3,1
"3113",3113,35,"No","Travel_Rarely","Research & Development",15,2,"Medical","Female",2,"Laboratory Technician","Single",54060,0,12,1,6,2,5,4,3,22,"chronic_irregular","normal",6.48723849372385,3,3,4,3,3
"3114",3114,54,"No","Travel_Rarely","Research & Development",2,4,"Medical","Male",2,"Human Resources","Single",89380,7,11,3,19,2,1,0,0,25,"regular","normal",7.70648305084746,3,3,3,3,3
"3115",3115,34,"No","Travel_Rarely","Sales",8,2,"Life Sciences","Male",1,"Laboratory Technician","Divorced",24390,3,11,2,14,2,7,5,7,31,"regular","normal",7.56560869565217,4,3,NA,3,3
"3116",3116,46,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",1,"Healthcare Representative","Married",88370,2,18,0,15,3,3,1,2,19,"regular","severe_workload",9.1951652892562,2,3,3,4,3
"3117",3117,31,"No","Travel_Rarely","Research & Development",7,3,"Life Sciences","Male",2,"Research Director","Divorced",53430,1,14,1,13,3,13,0,8,30,"chronic_irregular","normal",6.41359307359307,3,3,3,2,4
"3118",3118,33,"Yes","Travel_Rarely","Research & Development",10,3,"Life Sciences","Female",4,"Research Director","Married",67280,7,22,0,15,2,7,7,7,20,"regular","normal",8.48904564315353,2,4,2,3,4
"3119",3119,33,"Yes","Travel_Rarely","Sales",5,4,"Marketing","Male",2,"Research Director","Divorced",66520,7,25,0,8,5,4,1,3,22,"irregular","normal",6.98100418410042,3,4,1,4,3
"3120",3120,30,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",1,"Sales Executive","Single",48500,0,12,1,4,4,3,1,2,23,"chronic_irregular","normal",6.49852941176471,3,3,4,2,3
"3121",3121,35,"No","Travel_Rarely","Research & Development",12,2,"Medical","Female",2,"Sales Representative","Married",28090,4,23,1,NA,2,8,0,0,24,"regular","heavily_worked",8.89691983122363,1,4,4,3,3
"3122",3122,31,"Yes","Travel_Frequently","Research & Development",22,2,"Medical","Female",2,"Sales Executive","Married",56890,3,15,2,12,2,1,0,0,24,"chronic_irregular","normal",6.60708860759494,2,3,1,3,3
"3123",3123,34,"Yes","Travel_Frequently","Sales",17,1,"Marketing","Male",1,"Research Director","Divorced",20010,9,22,1,11,5,3,0,2,27,"regular","severe_workload",11.0119230769231,4,4,2,1,3
"3124",3124,42,"No","Travel_Frequently","Research & Development",2,4,"Medical","Female",1,"Research Scientist","Married",29770,4,15,3,8,3,2,2,0,33,"regular","normal",7.79951754385965,2,3,2,3,3
"3125",3125,36,"No","Non-Travel","Research & Development",3,4,"Medical","Male",1,"Research Scientist","Single",40250,1,11,0,10,3,10,9,7,22,"irregular","normal",7.20100418410042,3,3,2,4,2
"3126",3126,22,"Yes","Travel_Frequently","Research & Development",7,3,"Medical","Female",2,"Laboratory Technician","Single",37850,5,13,2,4,2,2,1,2,28,"chronic_irregular","normal",6.42982832618026,3,3,3,3,3
"3127",3127,48,"No","Travel_Rarely","Research & Development",6,3,"Medical","Male",1,"Laboratory Technician","Married",108540,2,14,1,14,6,9,6,7,24,"chronic_irregular","normal",6.77143459915612,3,3,2,4,3
"3128",3128,55,"No","Travel_Rarely","Research & Development",1,3,"Medical","Female",1,"Sales Executive","Single",120310,3,11,0,37,5,10,7,7,32,"regular","normal",7.41899563318777,3,3,1,2,3
"3129",3129,41,"No","Non-Travel","Research & Development",3,2,"Life Sciences","Female",2,"Research Scientist","Single",99360,7,17,1,16,2,14,1,10,22,"chronic_irregular","normal",6.18125523012552,2,3,4,4,3
"3130",3130,35,"No","Travel_Rarely","Research & Development",22,3,"Medical","Female",1,"Sales Representative","Married",29660,9,18,0,15,2,11,6,9,22,"chronic_irregular","normal",6.00765690376569,2,3,2,3,3
"3131",3131,40,"No","Travel_Rarely","Research & Development",15,3,"Life Sciences","Female",2,"Laboratory Technician","Single",25710,7,14,0,22,1,20,5,13,28,"regular","normal",7.32931330472103,3,3,2,3,3
"3132",3132,39,"No","Travel_Frequently","Research & Development",12,1,"Medical","Male",1,"Research Scientist","Married",99910,1,16,1,8,3,8,0,7,22,"irregular","normal",7.06510460251046,3,3,3,3,3
"3133",3133,31,"No","Travel_Rarely","Research & Development",1,4,"Life Sciences","Male",3,"Research Director","Single",61420,4,13,2,10,2,6,0,5,16,"regular","normal",8.68587755102041,2,3,2,4,4
"3134",3134,42,"No","Travel_Rarely","Research & Development",5,3,"Medical","Male",3,"Sales Executive","Married",53900,1,14,0,10,3,10,5,8,30,"regular","severe_workload",10.7968398268398,3,3,4,1,2
"3135",3135,45,"No","Travel_Rarely","Research & Development",2,1,"Medical","Female",4,"Sales Executive","Married",44040,0,23,0,9,2,8,3,7,30,"regular","normal",7.36536796536797,3,4,4,2,4
"3136",3136,26,"Yes","Travel_Frequently","Research & Development",2,1,"Life Sciences","Female",2,"Laboratory Technician","Divorced",59930,0,12,0,8,3,7,1,0,24,"regular","severe_workload",9.17877637130802,3,3,2,3,2
"3137",3137,29,"No","Travel_Rarely","Research & Development",5,3,"Medical","Male",1,"Research Scientist","Divorced",51300,4,11,0,8,3,3,1,2,30,"regular","normal",7.42532467532468,2,3,4,4,4
"3138",3138,33,"No","Travel_Rarely","Research & Development",16,3,"Medical","Female",1,"Laboratory Technician","Divorced",20900,4,16,0,10,2,6,0,5,32,"regular","normal",7.41362445414847,3,3,1,3,3
"3139",3139,31,"No","Travel_Rarely","Research & Development",2,4,"Life Sciences","Female",1,"Sales Executive","Divorced",29090,9,14,2,10,2,5,0,1,20,"chronic_irregular","normal",6.6954356846473,3,3,3,4,2
"3140",3140,18,"Yes","Travel_Frequently","Research & Development",2,3,"Technical Degree","Male",1,"Sales Executive","Single",34680,1,18,2,0,4,0,0,0,26,"regular","severe_workload",9.2043829787234,4,3,2,2,3
"3141",3141,40,"No","Non-Travel","Research & Development",1,4,"Technical Degree","Female",2,"Laboratory Technician","Divorced",30680,3,19,0,20,3,1,0,1,33,"chronic_irregular","normal",6.85719298245614,2,3,3,1,3
"3142",3142,41,"No","Non-Travel","Research & Development",23,3,"Life Sciences","Male",2,"Manufacturing Director","Single",26700,2,15,2,10,2,8,0,7,32,"regular","severe_workload",9.29401746724891,2,3,1,3,3
"3143",3143,26,"No","Travel_Rarely","Research & Development",9,4,"Medical","Male",3,"Healthcare Representative","Divorced",26930,5,17,3,8,3,0,0,0,25,"chronic_irregular","normal",5.98889830508475,2,3,1,3,3
"3144",3144,35,"No","Travel_Rarely","Research & Development",16,4,"Medical","Male",2,"Human Resources","Single",95260,1,15,0,5,2,5,0,3,32,"chronic_irregular","normal",6.29327510917031,2,3,1,3,3
"3145",3145,34,"No","Travel_Rarely","Research & Development",26,3,"Medical","Male",1,"Laboratory Technician","Single",52370,1,19,1,10,3,10,5,7,19,"chronic_irregular","normal",6.38785123966942,2,3,4,4,3
"3146",3146,26,"Yes","Travel_Rarely","Sales",1,3,"Marketing","Female",2,"Manufacturing Director","Single",24260,1,22,0,1,3,1,0,0,29,"regular","normal",8.69991379310345,1,4,3,4,1
"3147",3147,37,"No","Travel_Rarely","Research & Development",8,1,"Life Sciences","Male",1,"Sales Executive","Single",41930,4,16,1,12,5,6,1,2,27,"regular","normal",7.3974358974359,3,3,2,4,4
"3148",3148,46,"No","Travel_Frequently","Research & Development",4,1,"Medical","Male",5,"Human Resources","Married",29110,5,13,0,28,3,2,1,2,28,"chronic_irregular","normal",6.24077253218884,3,3,1,3,2
"3149",3149,41,"No","Travel_Rarely","Research & Development",24,1,"Life Sciences","Male",1,"Research Director","Married",26610,7,14,1,22,2,18,11,8,16,"regular","normal",7.72248979591837,3,3,2,1,3
"3150",3150,37,"No","Non-Travel","Research & Development",7,2,"Medical","Male",1,"Sales Executive","Divorced",20280,1,16,1,9,3,9,7,7,25,"regular","normal",7.50703389830508,3,3,1,2,3
"3151",3151,52,"No","Travel_Rarely","Sales",2,1,"Medical","Male",1,"Laboratory Technician","Divorced",99800,3,11,1,18,2,10,6,9,24,"regular","severe_workload",9.07805907172996,3,3,4,1,3
"3152",3152,32,"Yes","Non-Travel","Research & Development",7,2,"Life Sciences","Female",2,"Research Director","Married",32980,8,22,0,6,4,4,1,2,21,"chronic_irregular","normal",5.98091666666667,2,4,4,3,3
"3153",3153,24,"No","Travel_Frequently","Sales",22,3,"Life Sciences","Female",1,"Healthcare Representative","Married",29350,0,14,2,3,5,2,2,1,33,"chronic_irregular","normal",5.99324561403509,2,3,4,4,3
"3154",3154,38,"No","Travel_Rarely","Research & Development",5,3,"Life Sciences","Female",1,"Research Scientist","Married",154270,3,16,1,18,2,1,0,0,28,"chronic_irregular","normal",6.01030042918455,3,3,3,3,3
"3155",3155,37,"No","Travel_Rarely","Research & Development",1,4,"Technical Degree","Female",5,"Research Scientist","Married",39440,6,11,2,8,3,6,4,3,20,"chronic_irregular","normal",6.88423236514523,3,3,2,2,2
"3156",3156,49,"No","Travel_Rarely","Sales",21,1,"Life Sciences","Male",1,"Sales Executive","Divorced",40110,1,18,2,31,2,31,0,9,14,"regular","severe_workload",10.8112955465587,1,3,4,3,3
"3157",3157,24,"No","Travel_Rarely","Sales",1,3,"Marketing","Female",1,"Sales Executive","Married",34070,1,15,2,6,2,6,1,4,19,"regular","severe_workload",9.03004132231405,2,3,2,4,3
"3158",3158,26,"No","Travel_Rarely","Research & Development",19,4,"Technical Degree","Female",4,"Sales Executive","Married",119940,1,14,1,6,6,5,1,4,21,"regular","normal",7.40983333333333,3,3,1,2,4
"3159",3159,24,"No","Travel_Rarely","Sales",7,3,"Medical","Female",1,"Laboratory Technician","Married",12320,1,12,0,1,4,1,0,0,33,"chronic_irregular","normal",6.79644736842105,1,3,4,2,3
"3160",3160,50,"No","Travel_Frequently","Sales",2,2,"Marketing","Male",1,"Sales Executive","Married",29600,1,14,3,32,2,32,10,7,24,"chronic_irregular","normal",6.80869198312236,3,3,1,2,3
"3161",3161,25,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",1,"Research Scientist","Married",190940,1,16,0,7,3,7,0,6,30,"regular","normal",7.404329004329,2,3,2,3,3
"3162",3162,24,"Yes","Travel_Frequently","Research & Development",2,3,"Medical","Male",2,"Research Scientist","Married",39190,1,21,0,6,3,6,1,2,24,"regular","severe_workload",10.7918987341772,3,4,1,3,3
"3163",3163,30,"Yes","Travel_Frequently","Research & Development",9,3,"Other","Male",2,"Healthcare Representative","Married",68250,1,14,0,1,2,1,0,0,19,"irregular","normal",6.91152892561983,3,3,2,1,4
"3164",3164,34,"No","Travel_Rarely","Sales",6,2,"Life Sciences","Male",4,"Research Director","Married",102480,1,12,1,6,4,6,1,3,17,"regular","heavily_worked",8.93754098360656,3,3,2,4,3
"3165",3165,31,"Yes","Travel_Rarely","Research & Development",9,1,"Medical","Female",1,"Sales Representative","Divorced",189470,2,12,2,9,2,3,1,2,26,"chronic_irregular","normal",6.71753191489362,2,3,2,1,1
"3166",3166,35,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Female",5,"Sales Executive","Single",24960,4,17,3,9,3,3,0,2,27,"regular","normal",7.89388888888889,3,3,1,4,3
"3167",3167,31,"No","Travel_Rarely","Sales",1,3,"Marketing","Female",2,"Sales Executive","Divorced",64650,4,17,0,13,3,7,5,7,24,"chronic_irregular","normal",6.31447257383966,3,3,1,4,4
"3168",3168,27,"No","Travel_Rarely","Sales",22,4,"Medical","Male",1,"Sales Representative","Divorced",22060,0,14,1,6,4,5,0,3,21,"regular","normal",7.891,3,3,1,3,2
"3169",3169,37,"No","Travel_Rarely","Sales",9,4,"Marketing","Female",2,"Laboratory Technician","Married",20860,4,14,0,17,3,3,1,0,17,"regular","heavily_worked",8.92803278688525,3,3,4,3,2
"3170",3170,20,"No","Travel_Rarely","Research & Development",17,4,"Medical","Female",1,"Sales Representative","Single",22930,1,13,2,1,3,1,0,0,22,"irregular","normal",7.14556485355649,1,3,4,2,4
"3171",3171,42,"No","Travel_Rarely","Research & Development",28,4,"Life Sciences","Female",2,"Manufacturing Director","Married",26450,1,15,0,10,5,10,2,2,33,"regular","normal",7.48074561403509,3,3,3,4,3
"3172",3172,43,"No","Travel_Rarely","Research & Development",10,5,"Technical Degree","Female",2,"Sales Executive","Divorced",26830,4,11,0,21,3,1,0,0,24,"regular","normal",8.68561181434599,3,3,2,4,2
"3173",3173,38,"No","Travel_Rarely","Human Resources",2,4,"Medical","Male",1,"Human Resources","Single",20140,3,17,1,8,5,0,0,0,19,"chronic_irregular","normal",6.78619834710744,4,3,3,1,2
"3174",3174,43,"No","Travel_Frequently","Sales",4,3,"Medical","Female",2,"Healthcare Representative","Divorced",34190,3,11,1,10,5,8,4,7,23,"regular","severe_workload",9.06012605042017,3,3,4,3,3
"3175",3175,48,"No","Travel_Rarely","Research & Development",8,1,"Medical","Male",2,"Laboratory Technician","Married",53760,7,13,1,21,3,3,0,2,24,"irregular","normal",7.01354430379747,4,3,4,1,1
"3176",3176,44,"No","Travel_Rarely","Sales",29,4,"Marketing","Male",2,"Sales Executive","Single",19510,4,22,3,10,4,2,0,2,20,"chronic_irregular","normal",6.71651452282158,4,4,1,3,4
"3177",3177,34,"No","Travel_Rarely","Research & Development",13,4,"Life Sciences","Female",1,"Laboratory Technician","Divorced",23410,1,20,2,8,3,8,0,6,23,"regular","normal",8.41021008403361,2,4,3,3,3
"3178",3178,27,"Yes","Travel_Rarely","Sales",27,3,"Life Sciences","Male",2,"Research Scientist","Divorced",22930,0,18,0,5,0,4,0,2,31,"chronic_irregular","normal",6.51230434782609,3,3,3,1,3
"3179",3179,21,"No","Travel_Rarely","Sales",16,2,"Life Sciences","Male",3,"Sales Executive","Single",87260,1,11,1,3,2,3,1,2,21,"irregular","normal",7.165375,1,3,3,3,3
"3180",3180,44,"No","Travel_Rarely","Research & Development",2,2,"Life Sciences","Male",1,"Laboratory Technician","Married",40110,4,14,1,26,2,2,0,1,19,"regular","normal",8.71173553719008,3,3,4,4,4
"3181",3181,22,"No","Travel_Rarely","Research & Development",2,2,"Medical","Female",2,"Laboratory Technician","Married",195450,0,14,0,3,3,2,2,2,32,"chronic_irregular","normal",5.99467248908297,2,3,1,3,3
"3182",3182,33,"No","Travel_Rarely","Sales",13,4,"Marketing","Female",2,"Manufacturing Director","Divorced",45680,0,18,1,6,2,5,1,2,22,"regular","normal",7.3034309623431,3,3,3,3,3
"3183",3183,32,"No","Travel_Rarely","Research & Development",1,1,"Life Sciences","Female",1,"Healthcare Representative","Married",30220,1,16,1,6,3,6,0,5,18,"regular","severe_workload",9.40831275720165,3,3,1,4,2
"3184",3184,30,"No","Travel_Frequently","Research & Development",4,5,"Technical Degree","Male",3,"Manager","Divorced",57720,1,17,0,1,3,1,0,0,24,"regular","normal",7.31911392405063,3,3,3,3,3
"3185",3185,53,"No","Travel_Rarely","Research & Development",24,3,"Other","Female",3,"Manager","Single",22690,7,11,1,18,2,14,8,10,19,"irregular","normal",7.11053719008264,2,3,4,1,4
"3186",3186,34,"No","Travel_Rarely","Research & Development",1,5,"Medical","Male",1,"Research Scientist","Married",53810,1,12,0,10,0,10,8,8,17,"regular","normal",7.38389344262295,3,3,2,4,2
"3187",3187,45,"Yes","Travel_Frequently","Research & Development",19,4,"Life Sciences","Male",3,"Research Director","Married",34410,2,13,1,5,5,1,0,0,31,"regular","normal",7.60313043478261,3,3,1,1,3
"3188",3188,26,"No","Travel_Rarely","Research & Development",7,2,"Life Sciences","Male",1,"Manufacturing Director","Married",54540,1,13,1,3,5,3,0,2,30,"regular","severe_workload",9.99064935064935,4,3,3,4,3
"3189",3189,37,"No","Travel_Rarely","Research & Development",4,3,"Medical","Male",1,"Manager","Married",98840,1,14,0,10,3,10,7,8,28,"chronic_irregular","normal",6.22854077253219,2,3,3,3,3
"3190",3190,29,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Female",1,"Healthcare Representative","Married",41570,1,17,3,6,2,6,1,2,20,"chronic_irregular","normal",6.80356846473029,3,3,2,3,2
"3191",3191,35,"No","Travel_Rarely","Research & Development",10,5,"Medical","Female",4,"Laboratory Technician","Single",134580,1,11,0,17,3,17,11,8,28,"chronic_irregular","normal",6.67811158798283,3,3,2,4,3
"3192",3192,33,"No","Travel_Frequently","Research & Development",8,3,"Technical Degree","Male",2,"Laboratory Technician","Divorced",90690,3,25,1,15,3,13,4,7,34,"regular","normal",7.48083700440529,3,4,3,4,1
"3193",3193,54,"No","Travel_Rarely","Research & Development",5,2,"Life Sciences","Female",2,"Sales Executive","Married",40140,2,19,1,16,4,9,7,1,31,"chronic_irregular","normal",6.40291304347826,2,3,3,2,4
"3194",3194,36,"No","Travel_Rarely","Research & Development",8,3,"Life Sciences","Male",2,"Research Scientist","Divorced",59150,2,13,1,13,3,3,0,2,22,"regular","severe_workload",10.6960669456067,2,3,2,2,3
"3195",3195,27,"No","Travel_Rarely","Sales",9,3,"Marketing","Male",5,"Research Director","Single",59930,0,14,1,5,3,4,1,1,18,"irregular","normal",6.98390946502058,1,3,1,4,3
"3196",3196,20,"Yes","Travel_Rarely","Research & Development",1,3,"Life Sciences","Male",5,"Sales Representative","Single",61620,1,12,3,1,2,1,1,1,17,"regular","normal",8.58684426229508,2,3,4,3,3
"3197",3197,33,"Yes","Travel_Frequently","Research & Development",15,4,"Medical","Female",1,"Laboratory Technician","Single",24060,1,11,0,10,3,10,9,7,30,"regular","severe_workload",10.3748917748918,3,3,1,1,3
"3198",3198,35,"No","Non-Travel","Research & Development",2,1,"Medical","Male",1,"Research Scientist","Married",187400,1,19,1,1,2,1,0,0,32,"chronic_irregular","normal",6.72349344978166,4,3,3,3,3
"3199",3199,23,"No","Travel_Rarely","Research & Development",2,3,"Life Sciences","Male",1,"Healthcare Representative","Married",76370,2,11,1,5,3,3,0,2,32,"irregular","normal",7.07851528384279,3,3,1,1,4
"3200",3200,25,"No","Travel_Rarely","Research & Development",11,3,"Medical","Male",2,"Manufacturing Director","Married",100960,0,11,1,4,3,3,1,2,25,"regular","normal",7.67957627118644,3,3,4,2,3
"3201",3201,38,"No","Travel_Rarely","Research & Development",16,3,"Life Sciences","Male",5,"Research Scientist","Single",147560,0,20,1,8,3,7,0,5,29,"chronic_irregular","normal",6.81129310344828,2,4,4,4,3
"3202",3202,29,"No","Travel_Frequently","Sales",2,4,"Life Sciences","Male",4,"Healthcare Representative","Divorced",64990,1,18,3,10,3,10,2,8,27,"regular","normal",7.7751282051282,2,3,2,4,3
"3203",3203,48,"No","Travel_Rarely","Research & Development",16,3,"Technical Degree","Male",1,"Sales Executive","Married",97240,3,13,0,12,2,2,2,2,32,"irregular","normal",7.10834061135371,4,3,2,2,3
